date,year,month,financial_1,economic_1,economic_2,economic_3,economic_4,economic_5,economic_6,economic_7,economic_8,economic_9,economic_10,economic_11,economic_12,d_gdp,ind_backcast,ind_nowcast,ind_forecast1Q,ind_forecast2Q
1992-01-31,1992,1,6.64917079982965,3.80217248386874,1.1415649083677,6.39195177132876,-1.05821093305369,5.17238445866752,1.33870807824596,0.382897723709785,0.62461164969525,-0.461361833351237,0.223214378394054,1.03083670767115,3.65327529090251,NaN,0,0,0,0
1992-02-29,1992,2,3.5581770340543,6.03233586607912,1.68827870387505,6.4151449330919,0.398142529918477,8.6030184027944,0.794706169253168,0.254453063499405,0.248756347180201,0.461361833351237,0.222717241282488,-0.0838845024184742,5.54992519594588,NaN,0,0,0,0
1992-03-31,1992,3,-1.63981349686884,-3.21931230141308,-2.82984361224274,-3.24608022368817,-0.931477127454716,0.14279420157699,-1.46182005095543,0.380469704366426,0.371978110253224,0.229885158711074,0.443951894536454,-0.920888479295456,-2.82760176154344,6.43820756907054,0,0,0,0
1992-04-30,1992,4,0.565221857606968,-1.64937407058519,-0.11487652038733,-2.42877755317563,-2.98529631496818,-1.90263318251489,0.267379838440274,0.505051578606874,0.493828164058208,0.343839880303243,0.221239028294118,-1.00180900058922,-2.62370934446174,NaN,0,0,0,0
1992-05-31,1992,5,4.42970296902772,1.0787591128997,-0.807852056520186,-2.1118797308989,-2.22850447894345,0.802397127637633,-0.535476513766042,0.377121754307908,0.123076938613309,0,0.22075064152105,-0.580783047516853,0.54664073126105,NaN,0,0,0,0
1992-06-30,1992,6,-2.88734238118158,-1.0787591128997,-1.40025625100533,3.33364202675916,-2.13531244705694,-1.094905105818,-1.07963261902224,0.250626697605938,0.613122705493652,0.342661671664768,0.220264406234172,-1.54752287873867,-1.38189853074735,-3.29946686366824,0,0,0,0
1992-07-31,1992,7,-8.71444940741943,-2.7861039628819,-2.01787262146276,-5.55525037469469,-2.32907180060957,-0.521888040330154,-2.05627532965105,0.125078190165251,0.12217472503222,-0.228310601456805,0,-1.47629145591655,-3.07946746627596,NaN,0,0,0,0
1992-08-31,1992,8,-5.00477360739229,3.43475488584257,0.478469812333593,-0.0642054596695196,0.87977107035293,3.52320591642652,0.276625349289006,0.124921940043254,0,0,0.109950533341685,0.639240531057972,2.94637930077855,NaN,0,0,0,0
1992-09-30,1992,9,-3.99245081358881,-0.21574981400212,-0.959239969143866,2.34856875161622,0.727275932908,-1.00563626961261,1.09891215755953,0.124766079815508,0.243902559935893,-0.114351070207963,0,-1.44064212828896,-0.415428096747128,-1.49602792434074,0,0,0,0
1992-10-31,1992,10,1.32377677623028,-1.66973026236086,-0.241254640538457,1.43260002269461,-5.81819553827359,0.184376767431615,-1.79191562402652,0.497513464011412,0.48602768822521,-0.229095174655569,-0.220022090960192,-0.461830908741234,-2.16879998565211,NaN,0,0,0,0
1992-11-30,1992,11,3.65402059597111,2.0290551189734,-1.45987994211527,-0.495971258472316,1.06952891167476,0.689329590214527,-0.697839538146194,0.247831601446702,0.36297680505788,0.114613193062318,0.110071557618507,-1.49656501439539,1.78123610726466,NaN,0,0,0,0
1992-12-31,1992,12,-0.433912301743078,7.06175672139535,-1.73057470975921,12.0472599706567,2.10534091978323,14.9417414855002,1.39084300461318,0.12368585373963,0.120700075003555,0,0,-0.958361221305548,6.36823982386474,-0.0936877858833896,0,0,0,0
1993-01-31,1993,1,2.28831364268789,-6.70371838689414,-1.00251466193786,-7.37266081371502,-1.65045006714628,-12.049889676355,-4.95501213720582,1.35054231998071,1.31817367020641,-0.114613193062318,0,-1.36163215831724,-6.30257970281249,NaN,0,0,0,0
1993-02-28,1993,2,6.51601226009078,0,-1.52287207018249,-3.43925299597556,-3.07243829310169,-6.80252093313314,-0.290697879130875,0.607904607638154,0.593473551981472,0.229095174655569,0,-2.56638707870964,-0.465601350104272,NaN,0,0,0,0
1993-03-31,1993,3,-0.189466046517239,3.58058607491385,0,4.79420745135464,-2.20829162877489,4.47337563398058,-0.14566644964642,0.121138718629776,0.236406729488081,0,-0.110071557618507,-0.54644944720792,3.72275601880325,-3.57649441515768,0,0,0,0
1993-04-30,1993,4,-3.02777405998427,-0.276243269590992,-0.770222036209223,-2.60832807010472,0.318471606752002,2.48784344779587,0,0.483092726966561,0.471143392131967,-0.114481981593251,0.110071557618507,-0.743221555665574,-0.478002680777223,NaN,0,0,0,0
1993-05-31,1993,5,0.0233558906110432,0.48292608515732,0,-2.61651677391859,2.2013467537179,-0.0326273273387301,-1.61649368533556,0,0.117439825594179,-0.114613193062318,-0.220264406234172,-0.951924139095528,0.364133310857362,NaN,0,0,0,0
1993-06-30,1993,6,4.43083241989832,-1.24655353765615,-0.646414661988981,1.22550553370155,-1.40957698003943,0.963469333466804,-0.148257996022316,0.480770156810273,0.351494210744452,0,0,-1.30383896796626,-1.15295312107424,-0.0945514718974749,0,0,0,0
1993-07-31,1993,7,6.9346671532708,-1.61577101405346,-2.36231457634357,3.94080843361415,1.09805024834442,0.23131028954424,-0.894193737566074,0.239521072595483,0.350263055120159,0.114613193062318,0.220264406234172,-0.489522164629452,-1.40849404742589,NaN,0,0,0,0
1993-08-31,1993,8,5.79717610646,4.16148812356347,4.28915646293131,-0.528325267658314,-0.469117357588011,-0.280763417239882,3.24034240546593,0.23894873973811,0.349040493976815,0,0,1.09049008342392,3.4410815034029,NaN,0,0,0,0
1993-09-30,1993,9,-1.12699814612229,-1.36801039040808,-0.510205188389534,-2.38248314814875,3.99438661316447,0.490358865778617,-0.581396986541982,0,0.116076623596317,-0.344234419097322,-0.220264406234172,-1.54390104271336,-1.05313253500636,2.82686688923697,0,0,0,0
1993-10-31,1993,10,7.78968882637505,1.23204843880407,0,8.87679205644067,-1.21213605323449,1.22686201659938,-0.438276815509564,0.357355949086546,0.231749814036242,0,-0.110314407215739,-0.107891502451185,1.15562348945701,NaN,0,0,0,0
1993-11-30,1993,11,-0.585739953269115,-7.0451660950611,-0.899171119196396,-0.442233998786978,0,-1.65802658379768,-0.587373201209385,0.118835426937913,0.115673812782369,0.11487652038733,0.110314407215739,-1.15554428610807,-7.08054787299623,NaN,0,0,0,0
1993-12-31,1993,12,9.40154531648059,2.73595178958175,1.15459909970612,-0.0554170144412502,3.74015172054234,0.304287918491042,2.61642832018278,0,0,0.114744705647674,0.110192848615664,0.552294196844372,2.62061511157921,-0.751879920631282,0,0,0,0
1994-01-31,1994,1,-2.81904861287643,10.4436793703488,-0.255427980509726,7.93602302541094,-4.81295894454226,7.59343801766867,-2.46926125903713,0.592068040972737,0.346220772847072,0.114613193062318,-0.110192848615664,-0.903925737119948,10.2877246729008,NaN,0,0,0,0
1994-02-28,1994,2,-4.16090908177171,-8.12697344219551,1.39684810895373,-8.7151032041878,3.18449956809213,0.878310487865974,1.16960397631907,0.235849165929292,0.230149698827908,0.228833051801214,0.110192848615664,-0.510105088840529,-8.93844622301181,NaN,0,0,0,0
1994-03-31,1994,3,1.86716559208771,12.3242697801286,-0.505690078897381,2.70063257695208,3.23082432326585,-0.073133654550972,0.435098583432669,0.235294226202676,0.229621226035004,0.114220457877678,0.110071557618507,-0.433669120427549,12.1030516962204,5.55856437221642,0,0,0,0
1994-04-30,1994,4,4.9894490384391,-4.77477628732155,1.13422766039344,-0.545257621345563,-0.434468460401138,-0.166390507773073,1.15109184661399,0.234741891830481,0.343446244863532,-0.114220457877678,0,0.732200255800297,-4.9858925968163,NaN,0,0,0,0
1994-05-31,1994,5,-5.24830480430527,-0.710367856443206,-0.250941160542606,-0.328587371220301,-1.31484728435058,-0.0605038590204998,0,0.117164629689093,0.114220457877678,0.114220457877678,0.109950533341685,-1.33456396983549,-1.09250514981909,NaN,0,0,0,0
1994-06-30,1994,6,-5.60439032906226,1.15980681522716,0.501254182354405,-2.16254615387079,2.61263045922195,0.926967110932253,0.285714480077992,0.233918235317176,0.341880674878592,0,0,-0.127277083445421,0.770808339448514,1.25050758944028,0,0,0,0
1994-07-31,1994,7,6.29676978431251,-1.54941769768362,-0.375704887771189,-3.13148274566641,-0.574714225556772,-0.427974754740745,0.568991577767886,0.23337233462204,0.227272825100222,0,0.109829774906256,-0.502734171402519,-1.80607163516964,NaN,0,0,0,0
1994-08-31,1994,8,2.51890447020209,2.37876854387524,0.12539186595939,3.41135978254288,-0.868312257346116,-0.649932405575626,-0.854706057845878,0.465117117573133,0.226757466778071,0.114090143579126,0.109709281437365,-0.200200267067352,1.93340880582387,NaN,0,0,0,0
1994-09-30,1994,9,-9.73784013647938,-0.445718662132766,1.49256502166759,-1.1807840311131,4.40725197877034,1.98588818141658,3.37584799249546,-0.116076623596317,0.113186203368354,-0.114090143579126,0.109589052063708,0.120168249990371,-0.62959705365504,3.08632843426047,0,0,0,0
1994-10-31,1994,10,2.9176172652746,3.63448524078169,1.7136282242987,2.5133967557263,0.831029713362774,2.00431038514637,1.64612770540717,0.116076623596317,0,0.228050269872515,0.218818468055293,0.271847932667324,3.10257956308799,NaN,0,0,0,0
1994-11-30,1994,11,-0.208798087360229,3.03053494953289,0.484262447578754,6.87354380964189,0.412939334201123,2.30690003912279,1.21705356202559,0.115942041973405,0.113058237028518,0.454546237167452,0.43620570801659,-0.689050078246201,2.70284123926956,NaN,0,0,0,0
1994-12-31,1994,12,1.93661956284021,-3.09209235375434,0,0,3.90622052407634,3.80556853590939,0.936461693104285,0,0.112930559715174,0.226500663085272,0.217391389961907,0.425208230207463,-3.58878786470687,4.47186952815777,0,0,0,0
1995-01-31,1995,1,-3.5270150646145,-12.3030771113454,-1.82820448374486,-0.412797283803101,-7.54298494116377,-6.1652480193203,-2.4259949877484,0.115807772062837,0.112803170449904,0.451468035452596,0.757169653089385,-0.594188354906677,-12.1970699439633,NaN,0,0,0,0
1995-02-28,1995,2,3.54322764193755,15.8716444582637,1.3439420361661,-6.24036076170684,1.9746762934834,7.34745932851055,2.02572760878263,0.346620797648622,0.337648041660543,0.33726844786397,0.322754449086649,-0.549141329902003,15.7086440810438,NaN,0,0,0,0
1995-03-31,1995,3,-9.13573586504048,-5.05742859629335,-0.975617494536518,-2.90360990287741,0.13956736389753,-2.95651845613065,-0.536194314138516,0.115273787980819,0.22446698538241,0.224215340568978,0.214592357027676,-1.10741299467341,-4.94016514404336,-1.31810811849853,0,0,0,0
1995-04-30,1995,4,5.25264215167605,0.187324438168091,0.366972888896289,-0.910649434879485,-1.54606031063791,-5.18484400480794,-0.404040953700502,0,-0.112170510919984,-0.112044829648994,0,0.302497880178532,-0.153114919338293,NaN,0,0,0,0
1995-05-31,1995,5,3.98313912527719,-1.00314320831441,0.608644605640229,-2.78278826227405,1.96359745168593,-0.0739251475319946,0.940235267839018,0.230149698827908,0.33613477027048,0,0,0.244598572825971,-1.2712120819959,NaN,0,0,0,0
1995-06-30,1995,6,-0.520886261059239,-1.45987994211527,-1.09824166686092,0.761350676186368,-3.53393664453092,-0.610549474263422,0,0.11487652038733,0.111794310134083,0.112044829648994,0.107123738149895,-0.645400712579924,-1.4832508590656,3.71589848019092,0,0,0,0
1995-07-31,1995,7,6.19325433551525,0.382897723709696,-0.24570036930518,0.929158833409982,3.1163995034829,-1.8112252893566,-2.02572760878263,0,0.111669470007492,-0.224215340568978,0,-0.270836063620461,-0.115803804316705,NaN,0,0,0,0
1995-08-31,1995,8,0.525944840514381,-0.7031029284577,-1.23763956010494,-0.405445096389556,-4.711792297707,0.704586918007166,0,0.229357898709992,0.22296553272696,0.112170510919984,0.213903824874961,-0.874953992819716,-0.295942510679126,NaN,0,0,0,0
1995-09-30,1995,9,-1.48621651185294,-2.00848993313105,1.97293699063081,3.19844511379062,3.58976089095764,0.22132643872439,1.62385164929084,0.228833051801214,0.111296616942091,0.112044829648994,0.106780576082954,0.115999681579737,-2.151980899432,0.946106202189156,0,0,0,0
1995-10-31,1995,10,-1.62631318865278,1.30040844232067,-2.59754864032606,-4.24862979482183,-4.47082385917321,-2.31967908668196,-2.17104863709014,0,0.222222313671683,0,0,-1.74585731615906,0.868168494059063,NaN,0,0,0,0
1995-11-30,1995,11,4.03564342969691,3.61599814144435,0.62461164969525,5.8656151234505,2.33246725664094,1.71422420908875,0.273972774112075,0.114220457877678,0.110926245428633,-0.112044829648994,-0.106780576082954,0.185216419340595,3.6070325054089,NaN,0,0,0,0
1995-12-31,1995,12,0.254227229310455,-13.7366060898635,0,-11.2886305295365,1.28849313038604,0.465090810574864,1.49357834176014,0,-0.110926245428633,0.223964259350495,0,-1.18454722909727,-13.9385096050441,-0.450247683739136,0,0,0,0
1996-01-31,1996,1,8.57100688154526,-7.57037903490376,0.372902855986723,5.59881386917587,-2.44792640847793,-13.5075523127956,-1.35687292060682,0,0.110926245428633,-1.46481492373347,-0.106894718890516,0.0765729394627712,-8.71419838694276,NaN,0,0,0,0
